1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.925295493705095229e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.549571766340841927e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.853399924214477634e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.861114912884322514e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.057089481076737947e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.579944426572734040e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.926215599317340210e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.710476241504222727e-03,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.739804298987051689e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.788357597907056284e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.231371319337267511e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.754442265616868557e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.787733796777514872e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.071750698695128845e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.352430409315544368e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.724556925029473886e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.740308385046021700e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.597092522093486844e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.889139142681313110e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.154653301967807133e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.640940906072688943e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.531860119273856347e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.991543314407702159e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.891046071106798676e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.306363695404216596e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.633221106034652204e-01,1.000000000000000000e+00,1.000000000000000000e+00,6.633241783522796364e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.203120893865820884e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.858959134456450890e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.961118425659121423e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.666633487283462056e-01,1.000000000000000000e+00,1.000000000000000000e+00,4.076128300598687026e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.270499166401339197e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.702801298536134045e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.855530257464414801e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.033229140407980085e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.316076877729136507e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.706856560004477608e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.855832789450116982e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.815585401014633726e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.662362308012871770e-01,1.000000000000000000e+00,1.000000000000000000e+00,4.019637297809816046e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.238696347330821013e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.578351363480076763e-01,1.000000000000000000e+00,1.000000000000000000e+00,8.165623681926270638e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.495574124351504830e-01,1.000000000000000000e+00,1.000000000000000000e+00,6.256409624966214889e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.743730975290360474e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.962432306307641428e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.903198460648046098e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,9.948163487209592537e-01,1.000000000000000000e+00,1.000000000000000000e+00,6.582453932842917688e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.681322121880972409e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.075845482816927934e-01,1.000000000000000000e+00,5.826864395088854343e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.545142533715841537e-01,1.000000000000000000e+00,3.211522796274179914e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.794242028657747623e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.535829501731293956e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.201753519973826512e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.325926507344779237e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.804660880168141412e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.892892542811630996e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.291033044798641560e-01,5.843537679320728317e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.926163659136488793e-02,1.000000000000000000e+00,1.000000000000000000e+00,9.671468144490069641e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.793695287174165154e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.396631860371634115e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.937419247983938497e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.228637121977424362e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.121002921980129852e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.647413404244553625e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.039729395288649272e-01,3.124829459320107583e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.911028909452565427e-01,1.000000000000000000e+00,1.000000000000000000e+00,4.568313785828210793e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.949296985254216130e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.331268974674480576e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.590520782538719535e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.845443383792917169e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.402008699796414293e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.123701425023524436e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.174270921183348415e-01,1.000000000000000000e+00,7.602754253654244732e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.185083479501725101e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.029690258135036895e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.460387744276317123e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.122316018759355938e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.309203918317853876e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.244325246352233183e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.777400614000766765e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.535268438539898028e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.801160130819098537e-01,1.000000000000000000e+00,5.514306943527996774e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.478917769790577541e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.688696557429335554e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.549912666065552891e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.092668123049730156e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.322631168648927824e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
